fiscal_year,account,date,month,year,field,value,fytd
2023,Mass Transit,3/1/2023,March,2023,closing_balance,33631154254,31925895314
2023,Mass Transit,4/1/2023,April,2023,closing_balance,33505298796,31925895314
2023,Mass Transit,5/1/2023,May,2023,closing_balance,32880293091,31925895314
2023,Mass Transit,6/1/2023,June,2023,closing_balance,32567357788,31925895314
2023,Mass Transit,7/1/2023,July,2023,closing_balance,32953696011,31925895314
2023,Mass Transit,8/1/2023,August,2023,closing_balance,32429732038,31925895314
2023,Mass Transit,9/1/2023,September,2023,closing_balance,31925895314,31925895314
2022,Highway,10/1/2021,October,2021,opening_balance,14264103331,14264103331
2022,Highway,11/1/2021,November,2021,opening_balance,11234937383,14264103331
2022,Highway,12/1/2021,December,2021,opening_balance,11081188567,14264103331
2022,Highway,1/1/2022,January,2022,opening_balance,1.01067E+11,14264103331
2022,Highway,2/1/2022,February,2022,opening_balance,1.01639E+11,14264103331
2022,Highway,3/1/2022,March,2022,opening_balance,1.03089E+11,14264103331
2022,Highway,4/1/2022,April,2022,opening_balance,1.03317E+11,14264103331
2022,Highway,5/1/2022,May,2022,opening_balance,1.0451E+11,14264103331
2022,Highway,6/1/2022,June,2022,opening_balance,1.03887E+11,14264103331
2022,Highway,7/1/2022,July,2022,opening_balance,1.03783E+11,14264103331
2022,Highway,8/1/2022,August,2022,opening_balance,1.03309E+11,14264103331
2022,Highway,9/1/2022,September,2022,opening_balance,99034796040,14264103331
2022,Highway,10/1/2021,October,2021,net_tax_receipts,796877000,40864539512
2022,Highway,11/1/2021,November,2021,net_tax_receipts,3798384000,40864539512
2022,Highway,12/1/2021,December,2021,net_tax_receipts,3304398000,40864539512
2022,Highway,1/1/2022,January,2022,net_tax_receipts,3117823000,40864539512
2022,Highway,2/1/2022,February,2022,net_tax_receipts,3863781882,40864539512
2022,Highway,3/1/2022,March,2022,net_tax_receipts,3304085000,40864539512
2022,Highway,4/1/2022,April,2022,net_tax_receipts,3979002000,40864539512
2022,Highway,5/1/2022,May,2022,net_tax_receipts,2806158045,40864539512
2022,Highway,6/1/2022,June,2022,net_tax_receipts,4129978000,40864539512
2022,Highway,7/1/2022,July,2022,net_tax_receipts,3994200000,40864539512
2022,Highway,8/1/2022,August,2022,net_tax_receipts,1576767585,40864539512
2022,Highway,9/1/2022,September,2022,net_tax_receipts,6193085000,40864539512
2022,Highway,10/1/2021,October,2021,interest_income,350002.36,728214086
2022,Highway,11/1/2021,November,2021,interest_income,523782.64,728214086
2022,Highway,12/1/2021,December,2021,interest_income,1592253.48,728214086
2022,Highway,1/1/2022,January,2022,interest_income,4160557.89,728214086
2022,Highway,2/1/2022,February,2022,interest_income,3061844.83,728214086
2022,Highway,3/1/2022,March,2022,interest_income,14661763.93,728214086
2022,Highway,4/1/2022,April,2022,interest_income,23834447.12,728214086
2022,Highway,5/1/2022,May,2022,interest_income,49890782.08,728214086
2022,Highway,6/1/2022,June,2022,interest_income,86351355.06,728214086
2022,Highway,7/1/2022,July,2022,interest_income,139603319.1,728214086
2022,Highway,8/1/2022,August,2022,interest_income,201097644.5,728214086
2022,Highway,9/1/2022,September,2022,interest_income,203086333,728214086
2022,Highway,10/1/2021,October,2021,other_receipts,1288386.09,90018666040
2022,Highway,11/1/2021,November,2021,other_receipts,1298413.91,90018666040
2022,Highway,12/1/2021,December,2021,other_receipts,90001539324,90018666040
2022,Highway,1/1/2022,January,2022,other_receipts,1436083.66,90018666040
2022,Highway,2/1/2022,February,2022,other_receipts,1215189.68,90018666040
2022,Highway,3/1/2022,March,2022,other_receipts,1504731.48,90018666040
2022,Highway,4/1/2022,April,2022,other_receipts,1312161.02,90018666040
2022,Highway,5/1/2022,May,2022,other_receipts,3760337.99,90018666040
2022,Highway,6/1/2022,June,2022,other_receipts,1268026.21,90018666040
2022,Highway,7/1/2022,July,2022,other_receipts,1162918.79,90018666040
2022,Highway,8/1/2022,August,2022,other_receipts,1509313.2,90018666040
2022,Highway,9/1/2022,September,2022,other_receipts,1371154.05,90018666040
2022,Highway,10/1/2021,October,2021,total_receipts,798515388.5,1.31611E+11
2022,Highway,11/1/2021,November,2021,total_receipts,3800206197,1.31611E+11
2022,Highway,12/1/2021,December,2021,total_receipts,93307529577,1.31611E+11
2022,Highway,1/1/2022,January,2022,total_receipts,3123419642,1.31611E+11
2022,Highway,2/1/2022,February,2022,total_receipts,3868058916,1.31611E+11
2022,Highway,3/1/2022,March,2022,total_receipts,3320251495,1.31611E+11
2022,Highway,4/1/2022,April,2022,total_receipts,4004148608,1.31611E+11
2022,Highway,5/1/2022,May,2022,total_receipts,2859809165,1.31611E+11
2022,Highway,6/1/2022,June,2022,total_receipts,4217597381,1.31611E+11
2022,Highway,7/1/2022,July,2022,total_receipts,4134966238,1.31611E+11
2022,Highway,8/1/2022,August,2022,total_receipts,1779374543,1.31611E+11
2022,Highway,9/1/2022,September,2022,total_receipts,6397542487,1.31611E+11
2022,Highway,10/1/2021,October,2021,transfer_to_mass_transit,300000000,-16.7
2022,Highway,11/1/2021,November,2021,transfer_to_mass_transit,0,-16.7
2022,Highway,12/1/2021,December,2021,transfer_to_mass_transit,300000000,-16.7
2022,Highway,1/1/2022,January,2022,transfer_to_mass_transit,0,-16.7
2022,Highway,2/1/2022,February,2022,transfer_to_mass_transit,0,-16.7
2022,Highway,3/1/2022,March,2022,transfer_to_mass_transit,0,-16.7
2022,Highway,4/1/2022,April,2022,transfer_to_mass_transit,0,-16.7
2022,Highway,5/1/2022,May,2022,transfer_to_mass_transit,0,-16.7
2022,Highway,6/1/2022,June,2022,transfer_to_mass_transit,400000000,-16.7
2022,Highway,7/1/2022,July,2022,transfer_to_mass_transit,0,-16.7
2022,Highway,8/1/2022,August,2022,transfer_to_mass_transit,0,-16.7
2022,Highway,9/1/2022,September,2022,transfer_to_mass_transit,1000000000,-16.7
2022,Highway,10/1/2021,October,2021,transfer_from_mass_transit,2110210,0.3
2022,Highway,11/1/2021,November,2021,transfer_from_mass_transit,0,0.3
2022,Highway,12/1/2021,December,2021,transfer_from_mass_transit,5000000,0.3
2022,Highway,1/1/2022,January,2022,transfer_from_mass_transit,1291122,0.3
2022,Highway,2/1/2022,February,2022,transfer_from_mass_transit,2974607,0.3
2022,Highway,3/1/2022,March,2022,transfer_from_mass_transit,251011,0.3
2022,Highway,4/1/2022,April,2022,transfer_from_mass_transit,85161189,0.3
2022,Highway,5/1/2022,May,2022,transfer_from_mass_transit,6766541,0.3
2022,Highway,6/1/2022,June,2022,transfer_from_mass_transit,11482110,0.3
2022,Highway,7/1/2022,July,2022,transfer_from_mass_transit,0,0.3
2022,Highway,8/1/2022,August,2022,transfer_from_mass_transit,0,0.3
2022,Highway,9/1/2022,September,2022,transfer_from_mass_transit,115036790,0.3
2022,Highway,10/1/2021,October,2021,outlay_htf,3448070967,46350450652
2022,Highway,11/1/2021,November,2021,outlay_htf,4035675592,46350450652
2022,Highway,12/1/2021,December,2021,outlay_htf,3339226640,46350450652
2022,Highway,1/1/2022,January,2022,outlay_htf,2262531395,46350450652
2022,Highway,2/1/2022,February,2022,outlay_htf,2424905380,46350450652
2022,Highway,3/1/2022,March,2022,outlay_htf,3101789515,46350450652
2022,Highway,4/1/2022,April,2022,outlay_htf,2817474072,46350450652
2022,Highway,5/1/2022,May,2022,outlay_htf,3572765757,46350450652
2022,Highway,6/1/2022,June,2022,outlay_htf,4333306542,46350450652
2022,Highway,7/1/2022,July,2022,outlay_htf,4225298604,46350450652
2022,Highway,8/1/2022,August,2022,outlay_htf,6059010956,46350450652
2022,Highway,9/1/2022,September,2022,outlay_htf,6730395233,46350450652
2022,Highway,10/1/2021,October,2021,closing_balance,11234937383,98913138075
2022,Highway,11/1/2021,November,2021,closing_balance,11081188567,98913138075
2022,Highway,12/1/2021,December,2021,closing_balance,1.01067E+11,98913138075
2022,Highway,1/1/2022,January,2022,closing_balance,1.01639E+11,98913138075
2022,Highway,2/1/2022,February,2022,closing_balance,1.03089E+11,98913138075
2022,Highway,3/1/2022,March,2022,closing_balance,1.03317E+11,98913138075
2022,Highway,4/1/2022,April,2022,closing_balance,1.0451E+11,98913138075
2022,Highway,5/1/2022,May,2022,closing_balance,1.03887E+11,98913138075
2022,Highway,6/1/2022,June,2022,closing_balance,1.03783E+11,98913138075
2022,Highway,7/1/2022,July,2022,closing_balance,1.03309E+11,98913138075
2022,Highway,8/1/2022,August,2022,closing_balance,99034796040,98913138075
2022,Highway,9/1/2022,September,2022,closing_balance,98913138075,98913138075
2022,Mass Transit,10/1/2021,October,2021,opening_balance,6878390356,6878390356
2022,Mass Transit,11/1/2021,November,2021,opening_balance,6541551876,6878390356
2022,Mass Transit,12/1/2021,December,2021,opening_balance,6949865236,6878390356
2022,Mass Transit,1/1/2022,January,2022,opening_balance,34739530667,6878390356
2022,Mass Transit,2/1/2022,February,2022,opening_balance,34921810617,6878390356
2022,Mass Transit,3/1/2022,March,2022,opening_balance,34965419400,6878390356
2022,Mass Transit,4/1/2022,April,2022,opening_balance,34890747257,6878390356
2022,Mass Transit,5/1/2022,May,2022,opening_balance,34919708129,6878390356
2022,Mass Transit,6/1/2022,June,2022,opening_balance,34625268765,6878390356
2022,Mass Transit,7/1/2022,July,2022,opening_balance,34610524543,6878390356
2022,Mass Transit,8/1/2022,August,2022,opening_balance,35122203921,6878390356
2022,Mass Transit,9/1/2022,September,2022,opening_balance,34548902179,6878390356
2022,Mass Transit,10/1/2021,October,2021,net_tax_receipts,103739000,5748256380
2022,Mass Transit,11/1/2021,November,2021,net_tax_receipts,544092000,5748256380
2022,Mass Transit,12/1/2021,December,2021,net_tax_receipts,473420000,5748256380
2022,Mass Transit,1/1/2022,January,2022,net_tax_receipts,446681000,5748256380
2022,Mass Transit,2/1/2022,February,2022,net_tax_receipts,551774196,5748256380
2022,Mass Transit,3/1/2022,March,2022,net_tax_receipts,476253000,5748256380
2022,Mass Transit,4/1/2022,April,2022,net_tax_receipts,573314000,5748256380
2022,Mass Transit,5/1/2022,May,2022,net_tax_receipts,405294274.2,5748256380
2022,Mass Transit,6/1/2022,June,2022,net_tax_receipts,605577000,5748256380
2022,Mass Transit,7/1/2022,July,2022,net_tax_receipts,585640000,5748256380
2022,Mass Transit,8/1/2022,August,2022,net_tax_receipts,178962909.9,5748256380
2022,Mass Transit,9/1/2022,September,2022,net_tax_receipts,803509000,5748256380
2022,Mass Transit,10/1/2021,October,2021,interest_income,226442.92,249763130.8
2022,Mass Transit,11/1/2021,November,2021,interest_income,375050.76,249763130.8
2022,Mass Transit,12/1/2021,December,2021,interest_income,609827.97,249763130.8
2022,Mass Transit,1/1/2022,January,2022,interest_income,1435519.99,249763130.8
2022,Mass Transit,2/1/2022,February,2022,interest_income,1046247.73,249763130.8
2022,Mass Transit,3/1/2022,March,2022,interest_income,4941592.27,249763130.8
2022,Mass Transit,4/1/2022,April,2022,interest_income,7992424.62,249763130.8
2022,Mass Transit,5/1/2022,May,2022,interest_income,16744629.37,249763130.8
2022,Mass Transit,6/1/2022,June,2022,interest_income,28991311.32,249763130.8
2022,Mass Transit,7/1/2022,July,2022,interest_income,47109975.18,249763130.8
2022,Mass Transit,8/1/2022,August,2022,interest_income,68824206.21,249763130.8
2022,Mass Transit,9/1/2022,September,2022,interest_income,71465902.42,249763130.8
2022,Mass Transit,10/1/2021,October,2021,other_receipts,0,
2022,Mass Transit,11/1/2021,November,2021,other_receipts,28000000000,
2022,Mass Transit,12/1/2021,December,2021,other_receipts,0,
2022,Mass Transit,1/1/2022,January,2022,other_receipts,0,
2022,Mass Transit,2/1/2022,February,2022,other_receipts,0,
2022,Mass Transit,3/1/2022,March,2022,other_receipts,0,
2022,Mass Transit,4/1/2022,April,2022,other_receipts,0,
2022,Mass Transit,5/1/2022,May,2022,other_receipts,0,
2022,Mass Transit,6/1/2022,June,2022,other_receipts,0,
2022,Mass Transit,7/1/2022,July,2022,other_receipts,28000000000,
2022,Mass Transit,8/1/2022,August,2022,other_receipts,775,
2022,Mass Transit,9/1/2022,September,2022,other_receipts,0,
2022,Mass Transit,10/1/2021,October,2021,total_receipts,103965442.9,33998019511
2022,Mass Transit,11/1/2021,November,2021,total_receipts,544467050.8,33998019511
2022,Mass Transit,12/1/2021,December,2021,total_receipts,28474029828,33998019511
2022,Mass Transit,1/1/2022,January,2022,total_receipts,448116520,33998019511
2022,Mass Transit,2/1/2022,February,2022,total_receipts,552820443.7,33998019511
2022,Mass Transit,3/1/2022,March,2022,total_receipts,481194592.3,33998019511
2022,Mass Transit,4/1/2022,April,2022,total_receipts,581306424.6,33998019511
2022,Mass Transit,5/1/2022,May,2022,total_receipts,422038903.6,33998019511
2022,Mass Transit,6/1/2022,June,2022,total_receipts,634568311.3,33998019511
2022,Mass Transit,7/1/2022,July,2022,total_receipts,632749975.2,33998019511
2022,Mass Transit,8/1/2022,August,2022,total_receipts,247787116.1,33998019511
2022,Mass Transit,9/1/2022,September,2022,total_receipts,874974902.4,33998019511
2022,Mass Transit,10/1/2021,October,2021,transfer_to_highway,0,115036790
2022,Mass Transit,11/1/2021,November,2021,transfer_to_highway,2110210,115036790
2022,Mass Transit,12/1/2021,December,2021,transfer_to_highway,0,115036790
2022,Mass Transit,1/1/2022,January,2022,transfer_to_highway,5000000,115036790
2022,Mass Transit,2/1/2022,February,2022,transfer_to_highway,1291122,115036790
2022,Mass Transit,3/1/2022,March,2022,transfer_to_highway,2974607,115036790
2022,Mass Transit,4/1/2022,April,2022,transfer_to_highway,251011,115036790
2022,Mass Transit,5/1/2022,May,2022,transfer_to_highway,85161189,115036790
2022,Mass Transit,6/1/2022,June,2022,transfer_to_highway,6766541,115036790
2022,Mass Transit,7/1/2022,July,2022,transfer_to_highway,11482110,115036790
2022,Mass Transit,8/1/2022,August,2022,transfer_to_highway,0,115036790
2022,Mass Transit,9/1/2022,September,2022,transfer_to_highway,0,115036790
2022,Mass Transit,10/1/2021,October,2021,transfer_from_highway,0,1000000000
2022,Mass Transit,11/1/2021,November,2021,transfer_from_highway,300000000,1000000000
2022,Mass Transit,12/1/2021,December,2021,transfer_from_highway,0,1000000000
2022,Mass Transit,1/1/2022,January,2022,transfer_from_highway,300000000,1000000000
2022,Mass Transit,2/1/2022,February,2022,transfer_from_highway,0,1000000000
2022,Mass Transit,3/1/2022,March,2022,transfer_from_highway,0,1000000000
2022,Mass Transit,4/1/2022,April,2022,transfer_from_highway,0,1000000000
2022,Mass Transit,5/1/2022,May,2022,transfer_from_highway,0,1000000000
2022,Mass Transit,6/1/2022,June,2022,transfer_from_highway,0,1000000000
2022,Mass Transit,7/1/2022,July,2022,transfer_from_highway,400000000,1000000000
2022,Mass Transit,8/1/2022,August,2022,transfer_from_highway,0,1000000000
2022,Mass Transit,9/1/2022,September,2022,transfer_from_highway,0,1000000000
2022,Mass Transit,10/1/2021,October,2021,outlay_htf,440803923.2,7206487562
2022,Mass Transit,11/1/2021,November,2021,outlay_htf,434043481.2,7206487562
2022,Mass Transit,12/1/2021,December,2021,outlay_htf,684364396.2,7206487562
2022,Mass Transit,1/1/2022,January,2022,outlay_htf,560836570.4,7206487562
2022,Mass Transit,2/1/2022,February,2022,outlay_htf,507920538.9,7206487562
2022,Mass Transit,3/1/2022,March,2022,outlay_htf,552892127.9,7206487562
2022,Mass Transit,4/1/2022,April,2022,outlay_htf,552094541.9,7206487562
2022,Mass Transit,5/1/2022,May,2022,outlay_htf,631317078.3,7206487562
2022,Mass Transit,6/1/2022,June,2022,outlay_htf,642545992.6,7206487562
2022,Mass Transit,7/1/2022,July,2022,outlay_htf,509588487.4,7206487562
2022,Mass Transit,8/1/2022,August,2022,outlay_htf,821088857.7,7206487562
2022,Mass Transit,9/1/2022,September,2022,outlay_htf,868991566,7206487562
2022,Mass Transit,10/1/2021,October,2021,closing_balance,6541551876,34554885515
2022,Mass Transit,11/1/2021,November,2021,closing_balance,6949865236,34554885515
2022,Mass Transit,12/1/2021,December,2021,closing_balance,34739530667,34554885515
2022,Mass Transit,1/1/2022,January,2022,closing_balance,34921810617,34554885515
2022,Mass Transit,2/1/2022,February,2022,closing_balance,34965419400,34554885515
2022,Mass Transit,3/1/2022,March,2022,closing_balance,34890747257,34554885515
2022,Mass Transit,4/1/2022,April,2022,closing_balance,34919708129,34554885515
2022,Mass Transit,5/1/2022,May,2022,closing_balance,34625268765,34554885515
2022,Mass Transit,6/1/2022,June,2022,closing_balance,34610524543,34554885515
2022,Mass Transit,7/1/2022,July,2022,closing_balance,35122203921,34554885515
2022,Mass Transit,8/1/2022,August,2022,closing_balance,34548902179,34554885515
2022,Mass Transit,9/1/2022,September,2022,closing_balance,34554885515,34554885515
2021,Highway,10/1/2020,October,2020,opening_balance,12621291854,12621291854
2021,Highway,11/1/2020,November,2020,opening_balance,19655343066,12621291854
2021,Highway,12/1/2020,December,2020,opening_balance,19177114754,12621291854
2021,Highway,1/1/2021,January,2021,opening_balance,18278018839,12621291854
2021,Highway,2/1/2021,February,2021,opening_balance,18456429685,12621291854
2021,Highway,3/1/2021,March,2021,opening_balance,18245449700,12621291854
2021,Highway,4/1/2021,April,2021,opening_balance,17667222212,12621291854
2021,Highway,5/1/2021,May,2021,opening_balance,14716076549,12621291854
2021,Highway,6/1/2021,June,2021,opening_balance,14629156883,12621291854
2021,Highway,7/1/2021,July,2021,opening_balance,13472664702,12621291854
2021,Highway,8/1/2021,August,2021,opening_balance,11138614203,12621291854
2021,Highway,9/1/2021,September,2021,opening_balance,10079103010,12621291854
2021,Highway,10/1/2020,October,2020,net_tax_receipts,871386000,37932763186
2021,Highway,11/1/2020,November,2020,net_tax_receipts,3547634000,37932763186
2021,Highway,12/1/2020,December,2020,net_tax_receipts,3040091000,37932763186
2021,Highway,1/1/2021,January,2021,net_tax_receipts,2818492069,37932763186
2021,Highway,2/1/2021,February,2021,net_tax_receipts,2840504000,37932763186
2021,Highway,3/1/2021,March,2021,net_tax_receipts,2445232000,37932763186
2021,Highway,4/1/2021,April,2021,net_tax_receipts,171316319.8,37932763186
2021,Highway,5/1/2021,May,2021,net_tax_receipts,3117031000,37932763186
2021,Highway,6/1/2021,June,2021,net_tax_receipts,3145517000,37932763186
2021,Highway,7/1/2021,July,2021,net_tax_receipts,2218374123,37932763186
2021,Highway,8/1/2021,August,2021,net_tax_receipts,3549711000,37932763186
2021,Highway,9/1/2021,September,2021,net_tax_receipts,10167474675,37932763186
2021,Highway,10/1/2020,October,2020,interest_income,778892.88,7573050.25
2021,Highway,11/1/2020,November,2020,interest_income,1263925.83,7573050.25
2021,Highway,12/1/2020,December,2020,interest_income,1116515.8,7573050.25
2021,Highway,1/1/2021,January,2021,interest_income,1007944.71,7573050.25
2021,Highway,2/1/2021,February,2021,interest_income,483672.96,7573050.25
2021,Highway,3/1/2021,March,2021,interest_income,398856.78,7573050.25
2021,Highway,4/1/2021,April,2021,interest_income,223737.78,7573050.25
2021,Highway,5/1/2021,May,2021,interest_income,76400.02,7573050.25
2021,Highway,6/1/2021,June,2021,interest_income,239605.27,7573050.25
2021,Highway,7/1/2021,July,2021,interest_income,425092.64,7573050.25
2021,Highway,8/1/2021,August,2021,interest_income,345735.63,7573050.25
2021,Highway,9/1/2021,September,2021,interest_income,1212669.95,7573050.25
2021,Highway,10/1/2020,October,2020,other_receipts,10401059649,10504720511
2021,Highway,11/1/2020,November,2020,other_receipts,963057.7,10504720511
2021,Highway,12/1/2020,December,2020,other_receipts,1045809.14,10504720511
2021,Highway,1/1/2021,January,2021,other_receipts,91862895.86,10504720511
2021,Highway,2/1/2021,February,2021,other_receipts,959096.75,10504720511
2021,Highway,3/1/2021,March,2021,other_receipts,1156321.66,10504720511
2021,Highway,4/1/2021,April,2021,other_receipts,1105305.18,10504720511
2021,Highway,5/1/2021,May,2021,other_receipts,1143539.3,10504720511
2021,Highway,6/1/2021,June,2021,other_receipts,986015.26,10504720511
2021,Highway,7/1/2021,July,2021,other_receipts,1710938.48,10504720511
2021,Highway,8/1/2021,August,2021,other_receipts,1096186.16,10504720511
2021,Highway,9/1/2021,September,2021,other_receipts,1631696.41,10504720511
2021,Highway,10/1/2020,October,2020,total_receipts,11273224542,48445056747
2021,Highway,11/1/2020,November,2020,total_receipts,3549860984,48445056747
2021,Highway,12/1/2020,December,2020,total_receipts,3042253325,48445056747
2021,Highway,1/1/2021,January,2021,total_receipts,2911362909,48445056747
2021,Highway,2/1/2021,February,2021,total_receipts,2841946770,48445056747
2021,Highway,3/1/2021,March,2021,total_receipts,2446787178,48445056747
2021,Highway,4/1/2021,April,2021,total_receipts,172645362.7,48445056747
2021,Highway,5/1/2021,May,2021,total_receipts,3118250939,48445056747
2021,Highway,6/1/2021,June,2021,total_receipts,3146742621,48445056747
2021,Highway,7/1/2021,July,2021,total_receipts,2220510154,48445056747
2021,Highway,8/1/2021,August,2021,total_receipts,3551152922,48445056747
2021,Highway,9/1/2021,September,2021,total_receipts,10170319041,48445056747
2021,Highway,10/1/2020,October,2020,transfer_to_mass_transit,300000000,
2021,Highway,11/1/2020,November,2020,transfer_to_mass_transit,300000000,
2021,Highway,12/1/2020,December,2020,transfer_to_mass_transit,300000000,
2021,Highway,1/1/2021,January,2021,transfer_to_mass_transit,300000000,
2021,Highway,2/1/2021,February,2021,transfer_to_mass_transit,1200000000,
2021,Highway,3/1/2021,March,2021,transfer_to_mass_transit,-25.7,
2021,Highway,4/1/2021,April,2021,transfer_to_mass_transit,0,
2021,Highway,5/1/2021,May,2021,transfer_to_mass_transit,0,
2021,Highway,6/1/2021,June,2021,transfer_to_mass_transit,0,
2021,Highway,7/1/2021,July,2021,transfer_to_mass_transit,0,
2021,Highway,8/1/2021,August,2021,transfer_to_mass_transit,0,
2021,Highway,9/1/2021,September,2021,transfer_to_mass_transit,0,
2021,Highway,10/1/2020,October,2020,transfer_from_mass_transit,7956778,
2021,Highway,11/1/2020,November,2020,transfer_from_mass_transit,20133446,
2021,Highway,12/1/2020,December,2020,transfer_from_mass_transit,50630204,
2021,Highway,1/1/2021,January,2021,transfer_from_mass_transit,9113029,
2021,Highway,2/1/2021,February,2021,transfer_from_mass_transit,17580298,
2021,Highway,3/1/2021,March,2021,transfer_from_mass_transit,5575166,
2021,Highway,4/1/2021,April,2021,transfer_from_mass_transit,1271266,
2021,Highway,5/1/2021,May,2021,transfer_from_mass_transit,2430656,
2021,Highway,6/1/2021,June,2021,transfer_from_mass_transit,114690843,
2021,Highway,7/1/2021,July,2021,transfer_from_mass_transit,96.2,
2021,Highway,8/1/2021,August,2021,transfer_from_mass_transit,0,
2021,Highway,9/1/2021,September,2021,transfer_from_mass_transit,0,
2021,Highway,10/1/2020,October,2020,outlay_htf,4239173330,45716936113
2021,Highway,11/1/2020,November,2020,outlay_htf,3736046074,45716936113
2021,Highway,12/1/2020,December,2020,outlay_htf,3941349240,45716936113
2021,Highway,1/1/2021,January,2021,outlay_htf,2432952063,45716936113
2021,Highway,2/1/2021,February,2021,outlay_htf,3073060200,45716936113
2021,Highway,3/1/2021,March,2021,outlay_htf,3075644871,45716936113
2021,Highway,4/1/2021,April,2021,outlay_htf,2832904054,45716936113
2021,Highway,5/1/2021,May,2021,outlay_htf,3222750903,45716936113
2021,Highway,6/1/2021,June,2021,outlay_htf,4308809967,45716936113
2021,Highway,7/1/2021,July,2021,outlay_htf,4255831919,45716936113
2021,Highway,8/1/2021,August,2021,outlay_htf,4613094770,45716936113
2021,Highway,9/1/2021,September,2021,outlay_htf,5985318720,45716936113
2021,Highway,10/1/2020,October,2020,closing_balance,19655343066,14264103331
2021,Highway,11/1/2020,November,2020,closing_balance,19177114754,14264103331
2021,Highway,12/1/2020,December,2020,closing_balance,18278018839,14264103331
2021,Highway,1/1/2021,January,2021,closing_balance,18456429685,14264103331
2021,Highway,2/1/2021,February,2021,closing_balance,18245449700,14264103331
2021,Highway,3/1/2021,March,2021,closing_balance,17667222212,14264103331
2021,Highway,4/1/2021,April,2021,closing_balance,14716076549,14264103331
2021,Highway,5/1/2021,May,2021,closing_balance,14629156883,14264103331
2021,Highway,6/1/2021,June,2021,closing_balance,13472664702,14264103331
2021,Highway,7/1/2021,July,2021,closing_balance,11138614203,14264103331
2021,Highway,8/1/2021,August,2021,closing_balance,10079103010,14264103331
2021,Highway,9/1/2021,September,2021,closing_balance,14264103331,14264103331
2021,Mass Transit,10/1/2020,October,2020,opening_balance,5126028808,5126028808
2021,Mass Transit,11/1/2020,November,2020,opening_balance,7982431618,5126028808
2021,Mass Transit,12/1/2020,December,2020,opening_balance,8226827412,5126028808
2021,Mass Transit,1/1/2021,January,2021,opening_balance,7821417684,5126028808
2021,Mass Transit,2/1/2021,February,2021,opening_balance,8064901850,5126028808
2021,Mass Transit,3/1/2021,March,2021,opening_balance,7789538909,5126028808
2021,Mass Transit,4/1/2021,April,2021,opening_balance,7412309192,5126028808
2021,Mass Transit,5/1/2021,May,2021,opening_balance,7185886650,5126028808
2021,Mass Transit,6/1/2021,June,2021,opening_balance,7045324613,5126028808
2021,Mass Transit,7/1/2021,July,2021,opening_balance,6592310005,5126028808
2021,Mass Transit,8/1/2021,August,2021,opening_balance,6736860343,5126028808
2021,Mass Transit,9/1/2021,September,2021,opening_balance,6548473204,5126028808
2021,Mass Transit,10/1/2020,October,2020,net_tax_receipts,113449000,5425314904
2021,Mass Transit,11/1/2020,November,2020,net_tax_receipts,508146000,5425314904
2021,Mass Transit,12/1/2020,December,2020,net_tax_receipts,435557000,5425314904
2021,Mass Transit,1/1/2021,January,2021,net_tax_receipts,436384458,5425314904
2021,Mass Transit,2/1/2021,February,2021,net_tax_receipts,412461000,5425314904
2021,Mass Transit,3/1/2021,March,2021,net_tax_receipts,355169000,5425314904
2021,Mass Transit,4/1/2021,April,2021,net_tax_receipts,80550238.34,5425314904
2021,Mass Transit,5/1/2021,May,2021,net_tax_receipts,440621000,5425314904
2021,Mass Transit,6/1/2021,June,2021,net_tax_receipts,444645000,5425314904
2021,Mass Transit,7/1/2021,July,2021,net_tax_receipts,303059262.7,5425314904
2021,Mass Transit,8/1/2021,August,2021,net_tax_receipts,461071000,5425314904
2021,Mass Transit,9/1/2021,September,2021,net_tax_receipts,1434201945,5425314904
2021,Mass Transit,10/1/2020,October,2020,interest_income,358020.25,3093076.03
2021,Mass Transit,11/1/2020,November,2020,interest_income,526712.83,3093076.03
2021,Mass Transit,12/1/2020,December,2020,interest_income,464577.41,3093076.03
2021,Mass Transit,1/1/2021,January,2021,interest_income,429288.14,3093076.03
2021,Mass Transit,2/1/2021,February,2021,interest_income,210365.29,3093076.03
2021,Mass Transit,3/1/2021,March,2021,interest_income,170367.31,3093076.03
2021,Mass Transit,4/1/2021,April,2021,interest_income,95180.9,3093076.03
2021,Mass Transit,5/1/2021,May,2021,interest_income,37037.56,3093076.03
2021,Mass Transit,6/1/2021,June,2021,interest_income,118476.08,3093076.03
2021,Mass Transit,7/1/2021,July,2021,interest_income,238393.57,3093076.03
2021,Mass Transit,8/1/2021,August,2021,interest_income,215331.88,3093076.03
2021,Mass Transit,9/1/2021,September,2021,interest_income,229324.81,3093076.03
2021,Mass Transit,10/1/2020,October,2020,other_receipts,3200000000,3200000000
2021,Mass Transit,11/1/2020,November,2020,other_receipts,0,3200000000
2021,Mass Transit,12/1/2020,December,2020,other_receipts,0,3200000000
2021,Mass Transit,1/1/2021,January,2021,other_receipts,0,3200000000
2021,Mass Transit,2/1/2021,February,2021,other_receipts,0,3200000000
2021,Mass Transit,3/1/2021,March,2021,other_receipts,0,3200000000
2021,Mass Transit,4/1/2021,April,2021,other_receipts,0,3200000000
2021,Mass Transit,5/1/2021,May,2021,other_receipts,0,3200000000
2021,Mass Transit,6/1/2021,June,2021,other_receipts,0,3200000000
2021,Mass Transit,7/1/2021,July,2021,other_receipts,0,3200000000
