fiscal_year,account,date,month,year,field,value,fytd
2017,Highway,7/1/2017,July,2017,net_tax_receipts,3165652000,35698505423
2017,Highway,8/1/2017,August,2017,net_tax_receipts,2680386496,35698505423
2017,Highway,9/1/2017,September,2017,net_tax_receipts,5459410883,35698505423
2017,Highway,10/1/2016,October,2016,interest_income,9282954.26,281298256.1
2017,Highway,11/1/2016,November,2016,interest_income,10648822.91,281298256.1
2017,Highway,12/1/2016,December,2016,interest_income,13797286.68,281298256.1
2017,Highway,1/1/2017,January,2017,interest_income,19367058.2,281298256.1
2017,Highway,2/1/2017,February,2017,interest_income,17198736.27,281298256.1
2017,Highway,3/1/2017,March,2017,interest_income,24556455.66,281298256.1
2017,Highway,4/1/2017,April,2017,interest_income,26773833.81,281298256.1
2017,Highway,5/1/2017,May,2017,interest_income,29359352.05,281298256.1
2017,Highway,6/1/2017,June,2017,interest_income,30426073.9,281298256.1
2017,Highway,7/1/2017,July,2017,interest_income,34652792.34,281298256.1
2017,Highway,8/1/2017,August,2017,interest_income,34662151.76,281298256.1
2017,Highway,9/1/2017,September,2017,interest_income,30572738.26,281298256.1
2017,Highway,10/1/2016,October,2016,other_receipts,1,2415252.31
2017,Highway,11/1/2016,November,2016,other_receipts,105100374.8,2415252.31
2017,Highway,12/1/2016,December,2016,other_receipts,1621431.14,2415252.31
2017,Highway,1/1/2017,January,2017,other_receipts,2705009.71,2415252.31
2017,Highway,2/1/2017,February,2017,other_receipts,1942640.06,2415252.31
2017,Highway,3/1/2017,March,2017,other_receipts,2134917.26,2415252.31
2017,Highway,4/1/2017,April,2017,other_receipts,2337777.77,2415252.31
2017,Highway,5/1/2017,May,2017,other_receipts,1682933.39,2415252.31
2017,Highway,6/1/2017,June,2017,other_receipts,2173945.27,2415252.31
2017,Highway,7/1/2017,July,2017,other_receipts,1997192.31,2415252.31
2017,Highway,8/1/2017,August,2017,other_receipts,1965800.55,2415252.31
2017,Highway,9/1/2017,September,2017,other_receipts,2029320.1,2415252.31
2017,Highway,10/1/2016,October,2016,total_receipts,903605329.1,36107910274
2017,Highway,11/1/2016,November,2016,total_receipts,3335433254,36107910274
2017,Highway,12/1/2016,December,2016,total_receipts,3079308296,36107910274
2017,Highway,1/1/2017,January,2017,total_receipts,2836616698,36107910274
2017,Highway,2/1/2017,February,2017,total_receipts,3234920474,36107910274
2017,Highway,3/1/2017,March,2017,total_receipts,2807097233,36107910274
2017,Highway,4/1/2017,April,2017,total_receipts,3134994767,36107910274
2017,Highway,5/1/2017,May,2017,total_receipts,2330709522,36107910274
2017,Highway,6/1/2017,June,2017,total_receipts,3033477266,36107910274
2017,Highway,7/1/2017,July,2017,total_receipts,3202270593,36107910274
2017,Highway,8/1/2017,August,2017,total_receipts,2717077967,36107910274
2017,Highway,9/1/2017,September,2017,total_receipts,5492398874,36107910274
2017,Highway,10/1/2016,October,2016,transfer_to_mass_transit,0,1174500000
2017,Highway,11/1/2016,November,2016,transfer_to_mass_transit,217500000,1174500000
2017,Highway,12/1/2016,December,2016,transfer_to_mass_transit,0,1174500000
2017,Highway,1/1/2017,January,2017,transfer_to_mass_transit,357000000,1174500000
2017,Highway,2/1/2017,February,2017,transfer_to_mass_transit,0,1174500000
2017,Highway,3/1/2017,March,2017,transfer_to_mass_transit,0,1174500000
2017,Highway,4/1/2017,April,2017,transfer_to_mass_transit,200000000,1174500000
2017,Highway,5/1/2017,May,2017,transfer_to_mass_transit,0,1174500000
2017,Highway,6/1/2017,June,2017,transfer_to_mass_transit,0,1174500000
2017,Highway,7/1/2017,July,2017,transfer_to_mass_transit,400000000,1174500000
2017,Highway,8/1/2017,August,2017,transfer_to_mass_transit,0,1174500000
2017,Highway,9/1/2017,September,2017,transfer_to_mass_transit,0,1174500000
2017,Highway,10/1/2016,October,2016,transfer_from_mass_transit,0,51644385
2017,Highway,11/1/2016,November,2016,transfer_from_mass_transit,0,51644385
2017,Highway,12/1/2016,December,2016,transfer_from_mass_transit,2471197,51644385
2017,Highway,1/1/2017,January,2017,transfer_from_mass_transit,542791,51644385
2017,Highway,2/1/2017,February,2017,transfer_from_mass_transit,7211242,51644385
2017,Highway,3/1/2017,March,2017,transfer_from_mass_transit,1805904,51644385
2017,Highway,4/1/2017,April,2017,transfer_from_mass_transit,311410,51644385
2017,Highway,5/1/2017,May,2017,transfer_from_mass_transit,856687,51644385
2017,Highway,6/1/2017,June,2017,transfer_from_mass_transit,4844958,51644385
2017,Highway,7/1/2017,July,2017,transfer_from_mass_transit,19075058,51644385
2017,Highway,8/1/2017,August,2017,transfer_from_mass_transit,14525138,51644385
2017,Highway,9/1/2017,September,2017,transfer_from_mass_transit,0,51644385
2017,Highway,10/1/2016,October,2016,outlay_htf,4156891177,44977292152
2017,Highway,11/1/2016,November,2016,outlay_htf,3688613603,44977292152
2017,Highway,12/1/2016,December,2016,outlay_htf,3621882940,44977292152
2017,Highway,1/1/2017,January,2017,outlay_htf,2474113119,44977292152
2017,Highway,2/1/2017,February,2017,outlay_htf,2541452716,44977292152
2017,Highway,3/1/2017,March,2017,outlay_htf,3003516444,44977292152
2017,Highway,4/1/2017,April,2017,outlay_htf,2841558770,44977292152
2017,Highway,5/1/2017,May,2017,outlay_htf,3331053254,44977292152
2017,Highway,6/1/2017,June,2017,outlay_htf,4668095105,44977292152
2017,Highway,7/1/2017,July,2017,outlay_htf,4277809335,44977292152
2017,Highway,8/1/2017,August,2017,outlay_htf,5314889858,44977292152
2017,Highway,9/1/2017,September,2017,outlay_htf,5057415832,44977292152
2017,Highway,10/1/2016,October,2016,closing_balance,48182000519,41443048874
2017,Highway,11/1/2016,November,2016,closing_balance,47611320171,41443048874
2017,Highway,12/1/2016,December,2016,closing_balance,47071216724,41443048874
2017,Highway,1/1/2017,January,2017,closing_balance,47077263094,41443048874
2017,Highway,2/1/2017,February,2017,closing_balance,47777942094,41443048874
2017,Highway,3/1/2017,March,2017,closing_balance,47583328788,41443048874
2017,Highway,4/1/2017,April,2017,closing_balance,47677076195,41443048874
2017,Highway,5/1/2017,May,2017,closing_balance,46677589150,41443048874
2017,Highway,6/1/2017,June,2017,closing_balance,45047816269,41443048874
2017,Highway,7/1/2017,July,2017,closing_balance,43591352585,41443048874
2017,Highway,8/1/2017,August,2017,closing_balance,41008065833,41443048874
2017,Highway,9/1/2017,September,2017,closing_balance,41443048874,41443048874
2017,Mass Transit,10/1/2016,October,2016,opening_balance,17782389509,17782389509
2017,Mass Transit,11/1/2016,November,2016,opening_balance,17388225974,17782389509
2017,Mass Transit,12/1/2016,December,2016,opening_balance,17378639391,17782389509
2017,Mass Transit,1/1/2017,January,2017,opening_balance,17041509850,17782389509
2017,Mass Transit,2/1/2017,February,2017,opening_balance,17325448968,17782389509
2017,Mass Transit,3/1/2017,March,2017,opening_balance,17181072569,17782389509
2017,Mass Transit,4/1/2017,April,2017,opening_balance,16769861639,17782389509
2017,Mass Transit,5/1/2017,May,2017,opening_balance,16840310885,17782389509
2017,Mass Transit,6/1/2017,June,2017,opening_balance,16401592620,17782389509
2017,Mass Transit,7/1/2017,July,2017,opening_balance,15683674438,17782389509
2017,Mass Transit,8/1/2017,August,2017,opening_balance,15916614260,17782389509
2017,Mass Transit,9/1/2017,September,2017,opening_balance,15463439543,17782389509
2017,Mass Transit,10/1/2016,October,2016,net_tax_receipts,104728000,5285652727
2017,Mass Transit,11/1/2016,November,2016,net_tax_receipts,490638000,5285652727
2017,Mass Transit,12/1/2016,December,2016,net_tax_receipts,452266000,5285652727
2017,Mass Transit,1/1/2017,January,2017,net_tax_receipts,415749000,5285652727
2017,Mass Transit,2/1/2017,February,2017,net_tax_receipts,512417702.8,5285652727
2017,Mass Transit,3/1/2017,March,2017,net_tax_receipts,406664000,5285652727
2017,Mass Transit,4/1/2017,April,2017,net_tax_receipts,454246000,5285652727
2017,Mass Transit,5/1/2017,May,2017,net_tax_receipts,369887228,5285652727
2017,Mass Transit,6/1/2017,June,2017,net_tax_receipts,445743000,5285652727
2017,Mass Transit,7/1/2017,July,2017,net_tax_receipts,470109000,5285652727
2017,Mass Transit,8/1/2017,August,2017,net_tax_receipts,406034507.7,5285652727
2017,Mass Transit,9/1/2017,September,2017,net_tax_receipts,757170288.1,5285652727
2017,Mass Transit,10/1/2016,October,2016,interest_income,3291201.3,101900766
2017,Mass Transit,11/1/2016,November,2016,interest_income,3930000.99,101900766
2017,Mass Transit,12/1/2016,December,2016,interest_income,5650210.65,101900766
2017,Mass Transit,1/1/2017,January,2017,interest_income,7069673.92,101900766
2017,Mass Transit,2/1/2017,February,2017,interest_income,6323765.04,101900766
2017,Mass Transit,3/1/2017,March,2017,interest_income,8764787.35,101900766
2017,Mass Transit,4/1/2017,April,2017,interest_income,9500459.4,101900766
2017,Mass Transit,5/1/2017,May,2017,interest_income,10380929.9,101900766
2017,Mass Transit,6/1/2017,June,2017,interest_income,10752683.58,101900766
2017,Mass Transit,7/1/2017,July,2017,interest_income,12243508.56,101900766
2017,Mass Transit,8/1/2017,August,2017,interest_income,12754562.72,101900766
2017,Mass Transit,9/1/2017,September,2017,interest_income,11238982.56,101900766
2017,Mass Transit,10/1/2016,October,2016,other_receipts,0,0
2017,Mass Transit,11/1/2016,November,2016,other_receipts,0,0
2017,Mass Transit,12/1/2016,December,2016,other_receipts,0,0
2017,Mass Transit,1/1/2017,January,2017,other_receipts,0,0
2017,Mass Transit,2/1/2017,February,2017,other_receipts,0,0
2017,Mass Transit,3/1/2017,March,2017,other_receipts,0,0
2017,Mass Transit,4/1/2017,April,2017,other_receipts,0,0
2017,Mass Transit,5/1/2017,May,2017,other_receipts,0,0
2017,Mass Transit,6/1/2017,June,2017,other_receipts,0,0
2017,Mass Transit,7/1/2017,July,2017,other_receipts,0,0
2017,Mass Transit,8/1/2017,August,2017,other_receipts,0,0
2017,Mass Transit,9/1/2017,September,2017,other_receipts,0,0
2017,Mass Transit,10/1/2016,October,2016,total_receipts,108019201.3,5387553492
2017,Mass Transit,11/1/2016,November,2016,total_receipts,494568001,5387553492
2017,Mass Transit,12/1/2016,December,2016,total_receipts,457916210.7,5387553492
2017,Mass Transit,1/1/2017,January,2017,total_receipts,422818673.9,5387553492
2017,Mass Transit,2/1/2017,February,2017,total_receipts,518741467.8,5387553492
2017,Mass Transit,3/1/2017,March,2017,total_receipts,415428787.4,5387553492
2017,Mass Transit,4/1/2017,April,2017,total_receipts,463746459.4,5387553492
2017,Mass Transit,5/1/2017,May,2017,total_receipts,380268157.9,5387553492
2017,Mass Transit,6/1/2017,June,2017,total_receipts,456495683.6,5387553492
2017,Mass Transit,7/1/2017,July,2017,total_receipts,482352508.6,5387553492
2017,Mass Transit,8/1/2017,August,2017,total_receipts,418789070.4,5387553492
2017,Mass Transit,9/1/2017,September,2017,total_receipts,768409270.6,5387553492
2017,Mass Transit,10/1/2016,October,2016,transfer_to_highway,0,51644385
2017,Mass Transit,11/1/2016,November,2016,transfer_to_highway,0,51644385
2017,Mass Transit,12/1/2016,December,2016,transfer_to_highway,2471197,51644385
2017,Mass Transit,1/1/2017,January,2017,transfer_to_highway,542791,51644385
2017,Mass Transit,2/1/2017,February,2017,transfer_to_highway,7211242,51644385
2017,Mass Transit,3/1/2017,March,2017,transfer_to_highway,1805904,51644385
2017,Mass Transit,4/1/2017,April,2017,transfer_to_highway,311410,51644385
2017,Mass Transit,5/1/2017,May,2017,transfer_to_highway,856687,51644385
2017,Mass Transit,6/1/2017,June,2017,transfer_to_highway,4844958,51644385
2017,Mass Transit,7/1/2017,July,2017,transfer_to_highway,19075058,51644385
2017,Mass Transit,8/1/2017,August,2017,transfer_to_highway,14525138,51644385
2017,Mass Transit,9/1/2017,September,2017,transfer_to_highway,0,51644385
2017,Mass Transit,10/1/2016,October,2016,transfer_from_highway,0,1174500000
2017,Mass Transit,11/1/2016,November,2016,transfer_from_highway,217500000,1174500000
2017,Mass Transit,12/1/2016,December,2016,transfer_from_highway,0,1174500000
2017,Mass Transit,1/1/2017,January,2017,transfer_from_highway,357000000,1174500000
2017,Mass Transit,2/1/2017,February,2017,transfer_from_highway,0,1174500000
2017,Mass Transit,3/1/2017,March,2017,transfer_from_highway,0,1174500000
2017,Mass Transit,4/1/2017,April,2017,transfer_from_highway,200000000,1174500000
2017,Mass Transit,5/1/2017,May,2017,transfer_from_highway,0,1174500000
2017,Mass Transit,6/1/2017,June,2017,transfer_from_highway,0,1174500000
2017,Mass Transit,7/1/2017,July,2017,transfer_from_highway,400000000,1174500000
2017,Mass Transit,8/1/2017,August,2017,transfer_from_highway,0,1174500000
2017,Mass Transit,9/1/2017,September,2017,transfer_from_highway,0,1174500000
2017,Mass Transit,10/1/2016,October,2016,outlay_htf,502182736.5,9442359218
2017,Mass Transit,11/1/2016,November,2016,outlay_htf,721654583.8,9442359218
2017,Mass Transit,12/1/2016,December,2016,outlay_htf,792574554.3,9442359218
2017,Mass Transit,1/1/2017,January,2017,outlay_htf,495336765.4,9442359218
2017,Mass Transit,2/1/2017,February,2017,outlay_htf,655906624.7,9442359218
2017,Mass Transit,3/1/2017,March,2017,outlay_htf,824833813.6,9442359218
2017,Mass Transit,4/1/2017,April,2017,outlay_htf,592985802.9,9442359218
2017,Mass Transit,5/1/2017,May,2017,outlay_htf,818129735.9,9442359218
2017,Mass Transit,6/1/2017,June,2017,outlay_htf,1169568908,9442359218
2017,Mass Transit,7/1/2017,July,2017,outlay_htf,630337628.4,9442359218
2017,Mass Transit,8/1/2017,August,2017,outlay_htf,857438650,9442359218
2017,Mass Transit,9/1/2017,September,2017,outlay_htf,1381409414,9442359218
2017,Mass Transit,10/1/2016,October,2016,closing_balance,17388225974,14850439399
2017,Mass Transit,11/1/2016,November,2016,closing_balance,17378639391,14850439399
2017,Mass Transit,12/1/2016,December,2016,closing_balance,17041509850,14850439399
2017,Mass Transit,1/1/2017,January,2017,closing_balance,17325448968,14850439399
2017,Mass Transit,2/1/2017,February,2017,closing_balance,17181072569,14850439399
2017,Mass Transit,3/1/2017,March,2017,closing_balance,16769861639,14850439399
2017,Mass Transit,4/1/2017,April,2017,closing_balance,16840310885,14850439399
2017,Mass Transit,5/1/2017,May,2017,closing_balance,16401592620,14850439399
2017,Mass Transit,6/1/2017,June,2017,closing_balance,15683674438,14850439399
2017,Mass Transit,7/1/2017,July,2017,closing_balance,15916614260,14850439399
2017,Mass Transit,8/1/2017,August,2017,closing_balance,15463439543,14850439399
2017,Mass Transit,9/1/2017,September,2017,closing_balance,14850439399,14850439399
2016,Highway,10/1/2015,October,2015,opening_balance,9040357630,9040357630
2016,Highway,11/1/2015,November,2015,opening_balance,7135940746,9040357630
2016,Highway,12/1/2015,December,2015,opening_balance,6054362947,9040357630
2016,Highway,1/1/2016,January,2016,opening_balance,5545564243,9040357630
2016,Highway,2/1/2016,February,2016,opening_balance,57666212792,9040357630
2016,Highway,3/1/2016,March,2016,opening_balance,58518511050,9040357630
2016,Highway,4/1/2016,April,2016,opening_balance,58311698716,9040357630
2016,Highway,5/1/2016,May,2016,opening_balance,58151313459,9040357630
2016,Highway,6/1/2016,June,2016,opening_balance,57017995080,9040357630
2016,Highway,7/1/2016,July,2016,opening_balance,55409853180,9040357630
2016,Highway,8/1/2016,August,2016,opening_balance,54373578595,9040357630
2016,Highway,9/1/2016,September,2016,opening_balance,51789894588,9040357630
2016,Highway,10/1/2015,October,2015,net_tax_receipts,701147000,36062387580
2016,Highway,11/1/2015,November,2015,net_tax_receipts,3537806000,36062387580
2016,Highway,12/1/2015,December,2015,net_tax_receipts,2912698000,36062387580
2016,Highway,1/1/2016,January,2016,net_tax_receipts,2874343000,36062387580
2016,Highway,2/1/2016,February,2016,net_tax_receipts,3450990843,36062387580
2016,Highway,3/1/2016,March,2016,net_tax_receipts,2831499000,36062387580
2016,Highway,4/1/2016,April,2016,net_tax_receipts,3046701000,36062387580
2016,Highway,5/1/2016,May,2016,net_tax_receipts,2424638403,36062387580
2016,Highway,6/1/2016,June,2016,net_tax_receipts,2891383000,36062387580
2016,Highway,7/1/2016,July,2016,net_tax_receipts,3038133000,36062387580
2016,Highway,8/1/2016,August,2016,net_tax_receipts,2824614720,36062387580
2016,Highway,9/1/2016,September,2016,net_tax_receipts,5528433614,36062387580
2016,Highway,10/1/2015,October,2015,interest_income,59711.67,91965993.21
2016,Highway,11/1/2015,November,2015,interest_income,244000.36,91965993.21
2016,Highway,12/1/2015,December,2015,interest_income,601858.08,91965993.21
2016,Highway,1/1/2016,January,2016,interest_income,6108995.94,91965993.21
2016,Highway,2/1/2016,February,2016,interest_income,12262636.63,91965993.21
2016,Highway,3/1/2016,March,2016,interest_income,12590974.82,91965993.21
2016,Highway,4/1/2016,April,2016,interest_income,8547727.97,91965993.21
2016,Highway,5/1/2016,May,2016,interest_income,10347348.28,91965993.21
2016,Highway,6/1/2016,June,2016,interest_income,10239924.75,91965993.21
2016,Highway,7/1/2016,July,2016,interest_income,10974532.78,91965993.21
2016,Highway,8/1/2016,August,2016,interest_income,11844988.36,91965993.21
2016,Highway,9/1/2016,September,2016,interest_income,8143293.57,91965993.21
2016,Highway,10/1/2015,October,2015,other_receipts,1,2075506.9
2016,Highway,11/1/2015,November,2015,other_receipts,2263220.44,2075506.9
2016,Highway,12/1/2015,December,2015,other_receipts,1759517.95,2075506.9
2016,Highway,1/1/2016,January,2016,other_receipts,1809696.04,2075506.9
2016,Highway,2/1/2016,February,2016,other_receipts,52001945429,2075506.9
2016,Highway,3/1/2016,March,2016,other_receipts,95258392.3,2075506.9
2016,Highway,4/1/2016,April,2016,other_receipts,2306182.22,2075506.9
2016,Highway,5/1/2016,May,2016,other_receipts,2253443.78,2075506.9
2016,Highway,6/1/2016,June,2016,other_receipts,1699580,2075506.9
2016,Highway,7/1/2016,July,2016,other_receipts,3201388.71,2075506.9
2016,Highway,8/1/2016,August,2016,other_receipts,2058202,2075506.9
2016,Highway,9/1/2016,September,2016,other_receipts,2882189.86,2075506.9
2016,Highway,10/1/2015,October,2015,total_receipts,703469932.1,88273866323
2016,Highway,11/1/2015,November,2015,total_receipts,3539809518,88273866323
2016,Highway,12/1/2015,December,2015,total_receipts,2915109554,88273866323
2016,Highway,1/1/2016,January,2016,total_receipts,54882397425,88273866323
2016,Highway,2/1/2016,February,2016,total_receipts,3558511872,88273866323
2016,Highway,3/1/2016,March,2016,total_receipts,2846396157,88273866323
2016,Highway,4/1/2016,April,2016,total_receipts,3057502172,88273866323
2016,Highway,5/1/2016,May,2016,total_receipts,2436685332,88273866323
2016,Highway,6/1/2016,June,2016,total_receipts,2904824313,88273866323
2016,Highway,7/1/2016,July,2016,total_receipts,3051165735,88273866323
2016,Highway,8/1/2016,August,2016,total_receipts,2839341898,88273866323
2016,Highway,9/1/2016,September,2016,total_receipts,5538652414,88273866323
2016,Highway,10/1/2015,October,2015,transfer_to_mass_transit,265000000,1170000000
2016,Highway,11/1/2015,November,2015,transfer_to_mass_transit,0,1170000000
2016,Highway,12/1/2015,December,2015,transfer_to_mass_transit,0,1170000000
2016,Highway,1/1/2016,January,2016,transfer_to_mass_transit,280000000,1170000000
2016,Highway,2/1/2016,February,2016,transfer_to_mass_transit,0,1170000000
2016,Highway,3/1/2016,March,2016,transfer_to_mass_transit,0,1170000000
2016,Highway,4/1/2016,April,2016,transfer_to_mass_transit,240000000,1170000000
2016,Highway,5/1/2016,May,2016,transfer_to_mass_transit,0,1170000000
2016,Highway,6/1/2016,June,2016,transfer_to_mass_transit,0,1170000000
2016,Highway,7/1/2016,July,2016,transfer_to_mass_transit,296000000,1170000000
2016,Highway,8/1/2016,August,2016,transfer_to_mass_transit,0,1170000000
2016,Highway,9/1/2016,September,2016,transfer_to_mass_transit,89000000,1170000000
2016,Highway,10/1/2015,October,2015,transfer_from_mass_transit,0,78439789
2016,Highway,11/1/2015,November,2015,transfer_from_mass_transit,0,78439789
2016,Highway,12/1/2015,December,2015,transfer_from_mass_transit,27331312,78439789
2016,Highway,1/1/2016,January,2016,transfer_from_mass_transit,0,78439789
2016,Highway,2/1/2016,February,2016,transfer_from_mass_transit,0,78439789
2016,Highway,3/1/2016,March,2016,transfer_from_mass_transit,3319686,78439789
2016,Highway,4/1/2016,April,2016,transfer_from_mass_transit,17158944,78439789
2016,Highway,5/1/2016,May,2016,transfer_from_mass_transit,9961844,78439789
2016,Highway,6/1/2016,June,2016,transfer_from_mass_transit,10872360,78439789
2016,Highway,7/1/2016,July,2016,transfer_from_mass_transit,2826827,78439789
2016,Highway,8/1/2016,August,2016,transfer_from_mass_transit,0,78439789
2016,Highway,9/1/2016,September,2016,transfer_from_mass_transit,6968816,78439789
2016,Highway,10/1/2015,October,2015,outlay_htf,2,5811229451
2016,Highway,11/1/2015,November,2015,outlay_htf,2342886816,5811229451
2016,Highway,12/1/2015,December,2015,outlay_htf,4621387318,5811229451
2016,Highway,1/1/2016,January,2016,outlay_htf,3451239570,5811229451
2016,Highway,2/1/2016,February,2016,outlay_htf,2481748876,5811229451
2016,Highway,3/1/2016,March,2016,outlay_htf,2706213615,5811229451
2016,Highway,4/1/2016,April,2016,outlay_htf,3056528177,5811229451
2016,Highway,5/1/2016,May,2016,outlay_htf,2995046373,5811229451
2016,Highway,6/1/2016,June,2016,outlay_htf,3579965554,5811229451
2016,Highway,7/1/2016,July,2016,outlay_htf,4523838574,5811229451
2016,Highway,8/1/2016,August,2016,outlay_htf,3794267147,5811229451
2016,Highway,9/1/2016,September,2016,outlay_htf,5423025906,5811229451
2016,Highway,10/1/2015,October,2015,closing_balance,7135940746,51435286367
2016,Highway,11/1/2015,November,2015,closing_balance,6054362947,51435286367
2016,Highway,12/1/2015,December,2015,closing_balance,5545564243,51435286367
2016,Highway,1/1/2016,January,2016,closing_balance,57666212792,51435286367
2016,Highway,2/1/2016,February,2016,closing_balance,58518511050,51435286367
2016,Highway,3/1/2016,March,2016,closing_balance,58311698716,51435286367
2016,Highway,4/1/2016,April,2016,closing_balance,58151313459,51435286367
2016,Highway,5/1/2016,May,2016,closing_balance,57017995080,51435286367
2016,Highway,6/1/2016,June,2016,closing_balance,55409853180,51435286367
2016,Highway,7/1/2016,July,2016,closing_balance,54373578595,51435286367
2016,Highway,8/1/2016,August,2016,closing_balance,51789894588,51435286367
2016,Highway,9/1/2016,September,2016,closing_balance,51435286367,51435286367
2016,Mass Transit,10/1/2015,October,2015,opening_balance,2869390996,2869390996
2016,Mass Transit,11/1/2015,November,2015,opening_balance,2805670802,2869390996
2016,Mass Transit,12/1/2015,December,2015,opening_balance,2505111743,2869390996
2016,Mass Transit,1/1/2016,January,2016,opening_balance,1706779013,2869390996
2016,Mass Transit,2/1/2016,February,2016,opening_balance,20019124006,2869390996
2016,Mass Transit,3/1/2016,March,2016,opening_balance,19959058229,2869390996
2016,Mass Transit,4/1/2016,April,2016,opening_balance,19666170901,2869390996
2016,Mass Transit,5/1/2016,May,2016,opening_balance,19820438111,2869390996
2016,Mass Transit,6/1/2016,June,2016,opening_balance,19459942733,2869390996
2016,Mass Transit,7/1/2016,July,2016,opening_balance,18909568841,2869390996
2016,Mass Transit,8/1/2016,August,2016,opening_balance,18860421379,2869390996
2016,Mass Transit,9/1/2016,September,2016,opening_balance,18170277225,2869390996
2016,Mass Transit,10/1/2015,October,2015,net_tax_receipts,94080000,5161713279
2016,Mass Transit,11/1/2015,November,2015,net_tax_receipts,513327000,5161713279
2016,Mass Transit,12/1/2015,December,2015,net_tax_receipts,422758000,5161713279
2016,Mass Transit,1/1/2016,January,2016,net_tax_receipts,417157000,5161713279
2016,Mass Transit,2/1/2016,February,2016,net_tax_receipts,483361435,5161713279
2016,Mass Transit,3/1/2016,March,2016,net_tax_receipts,415072000,5161713279
2016,Mass Transit,4/1/2016,April,2016,net_tax_receipts,446450000,5161713279
2016,Mass Transit,5/1/2016,May,2016,net_tax_receipts,358664656.9,5161713279
2016,Mass Transit,6/1/2016,June,2016,net_tax_receipts,416892000,5161713279
2016,Mass Transit,7/1/2016,July,2016,net_tax_receipts,437985000,5161713279
2016,Mass Transit,8/1/2016,August,2016,net_tax_receipts,386729751.2,5161713279
2016,Mass Transit,9/1/2016,September,2016,net_tax_receipts,769236436,5161713279
2016,Mass Transit,10/1/2015,October,2015,interest_income,22575.12,31900859.65
2016,Mass Transit,11/1/2015,November,2015,interest_income,119682.51,31900859.65
2016,Mass Transit,12/1/2015,December,2015,interest_income,265996.33,31900859.65
2016,Mass Transit,1/1/2016,January,2016,interest_income,2120647.42,31900859.65
2016,Mass Transit,2/1/2016,February,2016,interest_income,4238645.64,31900859.65
2016,Mass Transit,3/1/2016,March,2016,interest_income,4306481.85,31900859.65
2016,Mass Transit,4/1/2016,April,2016,interest_income,2910884.37,31900859.65
2016,Mass Transit,5/1/2016,May,2016,interest_income,3563114.27,31900859.65
2016,Mass Transit,6/1/2016,June,2016,interest_income,3542930.15,31900859.65
2016,Mass Transit,7/1/2016,July,2016,interest_income,3774756.43,31900859.65
2016,Mass Transit,8/1/2016,August,2016,interest_income,4162362.84,31900859.65
2016,Mass Transit,9/1/2016,September,2016,interest_income,2872782.72,31900859.65
2016,Mass Transit,10/1/2015,October,2015,other_receipts,1,0
2016,Mass Transit,11/1/2015,November,2015,other_receipts,0,0
2016,Mass Transit,12/1/2015,December,2015,other_receipts,0,0
2016,Mass Transit,1/1/2016,January,2016,other_receipts,0,0
2016,Mass Transit,2/1/2016,February,2016,other_receipts,18100000000,0
2016,Mass Transit,3/1/2016,March,2016,other_receipts,0,0
2016,Mass Transit,4/1/2016,April,2016,other_receipts,0,0
2016,Mass Transit,5/1/2016,May,2016,other_receipts,0,0
2016,Mass Transit,6/1/2016,June,2016,other_receipts,0,0
2016,Mass Transit,7/1/2016,July,2016,other_receipts,0,0
2016,Mass Transit,8/1/2016,August,2016,other_receipts,0,0
2016,Mass Transit,9/1/2016,September,2016,other_receipts,0,0
2016,Mass Transit,10/1/2015,October,2015,total_receipts,94102575.12,23293614139
2016,Mass Transit,11/1/2015,November,2015,total_receipts,513446682.5,23293614139
2016,Mass Transit,12/1/2015,December,2015,total_receipts,423023996.3,23293614139
2016,Mass Transit,1/1/2016,January,2016,total_receipts,18519277647,23293614139
2016,Mass Transit,2/1/2016,February,2016,total_receipts,487600080.7,23293614139
2016,Mass Transit,3/1/2016,March,2016,total_receipts,419378481.9,23293614139
2016,Mass Transit,4/1/2016,April,2016,total_receipts,449360884.4,23293614139
2016,Mass Transit,5/1/2016,May,2016,total_receipts,362227771.2,23293614139
2016,Mass Transit,6/1/2016,June,2016,total_receipts,420434930.2,23293614139
2016,Mass Transit,7/1/2016,July,2016,total_receipts,441759756.4,23293614139
2016,Mass Transit,8/1/2016,August,2016,total_receipts,390892114,23293614139
2016,Mass Transit,9/1/2016,September,2016,total_receipts,772109218.7,23293614139
2016,Mass Transit,10/1/2015,October,2015,transfer_to_highway,0,78439789
2016,Mass Transit,11/1/2015,November,2015,transfer_to_highway,0,78439789
2016,Mass Transit,12/1/2015,December,2015,transfer_to_highway,27331312,78439789
2016,Mass Transit,1/1/2016,January,2016,transfer_to_highway,0,78439789
2016,Mass Transit,2/1/2016,February,2016,transfer_to_highway,0,78439789
2016,Mass Transit,3/1/2016,March,2016,transfer_to_highway,3319686,78439789
2016,Mass Transit,4/1/2016,April,2016,transfer_to_highway,17158944,78439789
2016,Mass Transit,5/1/2016,May,2016,transfer_to_highway,9961844,78439789
2016,Mass Transit,6/1/2016,June,2016,transfer_to_highway,10872360,78439789
2016,Mass Transit,7/1/2016,July,2016,transfer_to_highway,2826827,78439789
2016,Mass Transit,8/1/2016,August,2016,transfer_to_highway,0,78439789
2016,Mass Transit,9/1/2016,September,2016,transfer_to_highway,6968816,78439789
2016,Mass Transit,10/1/2015,October,2015,transfer_from_highway,265000000,1170000000
